filename,pseudo_label
00906.wav,"Wow, keren-keren kan? Sekarang tiktoker. Ya karena... Karena ada duitnya. Iya, karena duitnya banyak, bener. Itu sih yang aku sebenarnya, apa ya, pengen kasih tau orang-orang gitu, it's not easy sebenarnya, ya kan? Emang kalau kita ngeliat yang udah gede-gede, enak kali ya, kayak joget atau endorse apa, dapet banyak uang, bisa travel dan sebagainya. Tapi untuk sampai ke sana... Oh no, shit, dude, it's not easy, including you too."
00908.wav,"Berarti fans, niche fans-nya hanya fans TikTok doang. Atau mungkin, ya orang nonton TikTok mau receh-receh-receh doang, begitu masuk ke Instagram atau ke YouTube, no, they don't want to see serious things. Ya, ya, ya, maybe. Tapi you go to TikTok. Ya, iseng-iseng aja sih. Iseng-iseng aja kan, gue juga go to TikTok iseng-iseng aja. Not main aja sih. Iya, bener. Tapi lu keren sih, lu keren. Dan gue suka dengan cara lu bicara, lu kan sempet heboh kan, kontroversi kan waktu itu kan. Hah?"
00911.wav,"Iya, prank settingan lah ya, prank settingan. Apalagi kemarin ini, sampah. Iya, yang sampah itu, itu parah sih. Itu parah sih, bener sih. Prank settingan, iya ya. Tapi sekarang prank udah jarang. Udah jarang, udah jarang. Like, people don't watch it anymore. Maksudnya aku nggak, maksudnya yang aku pribadi kurang setuju lah ya. Kalo dulu aku lebih keras lagi, misalnya aku dulu kayak menentang banget, tapi sekarang yaudah lah gitu. Asal nggak merugikan aja gitu. You know the problem is bahwa penontonnya ada, bro. Itu dia. That's it."
00915.wav,"I mean, pada saat itu gue mikir, anjit ini kalau gue bikin vlog, kayaknya lebih rame ya nonton. Vlog keluarga, anak baru bangun dikasih makan, marah, ribut di keluarga, itu kan? Ya kan? Beli mobil baru kita vlogin. Kayaknya rame itu. Cuman, I think, you know, karena gue menurut gue gini, kayaknya penontonnya ada loh, Gus. Pasti ada, dan itu mayoritas."
00916.wav,"Majority. Bisa dibilang kayak gitu kan. Dan penonton-penonton yang tipe-tipe edukasi pun masih ada sebenarnya. Kalau you go through there, itu masih ada dan masih banyak. Jadi ya udah bikin pasar aja. This works. This thing works. Kenapa nggak? Jadi Anda bukan cuma ngeliatin sesuatu yang alay, terus jadi alay juga. Yang aku mikir gini Om, juga."
00918.wav,"A value. Manfaat. Entah itu hiburan, entah itu informasi, motivasi, dan sebagainya. Ya, duit yang aku terima ini hasil apa gitu? Ya, tapi di berapa ketika lu ngomong begitu, orang-orang yang bikin konten prank, settingan, dan sebagainya akan mengatakan, ini hiburan, bos. Ya, disitu bedanya. Aku berusaha untuk menghibur juga, tapi aku gak mau membodohi. Iya, iya, iya. Atau?"
00920.wav,"Lu pribadi ya? Lu pribadi ya? Aku pribadi tau. Kalau misalnya mereka bisa ngelakuin itu, silahkan aja gitu kan? Yang penting lu pribadi, hati lu tidak mau melakukan hal tersebut. Aku ngerasa, oh ini aku udah gimmick nih, atau kayak aku udah membodohi nih gitu. Aduh, gak bisa. Menjadi masalah adalah, gue tuh selalu ngomong, media sosial itu sebenarnya membodohi masyarakat, menurut gue. Kenapa?"
00921.wav,"Tidak semua ya, tapi kebanyakan. Kenapa? Karena masyarakat itu melihat apapun ya, Instagram, kita bicara Instagram. Whatever you post on Instagram, apapun yang lu posting di Instagram, itu adalah versi terbaik lu. True, true, true, true, true, true, true. I'm doing that, gitu. Me too. Iya, orang kita."
00925.wav,"Tiap hari gini, kita harus ikut nih kalau mau begini-gini. Gue udah ngerti, lu ikut tipes semua lu. Karena gue nggak menceritakan segala, semuanya secara detail. Nah itu yang jadi masalah. Tapi ya, memang that's gini. Instagramnya nggak salah, kitanya nggak salah, tapi penontonnya juga harus sadar bahwa this is not real life. Bener. Nggak ada yang real life disana. True, true, true. But, you know what, out of the topic, how's Japan, dude?"
00931.wav,"JGT, kalau lu lihat penontonnya JGT, banyak bapak-bapak dan om-om yang disana nonton. Di Jepang juga gitu, maksudnya kan JGT itu kan dari Jepang. Di Jepang juga begitu. Jadi kan artinya kan, they have their own fetish. Aku nggak tahu maksudnya mereka itu ke arah mana gitu, atau sekedar mengagumi atau, aku juga nggak tahu, tapi ya aku nggak tahu sih. Tapi anda tidak? Aku nggak, aku nggak. Aku bahkan ke Jepang itu bukan karena aku suka Jepang. Oh ya? Oh, karena?"
00934.wav,"That's another point. Tapi nggak lepas dari orang tua, harusnya kayak dari dukungan, dari support moral. Of course, gini, gua sih berpikir gini, ada orang sukses karena orang tuanya kaya. I'm okay with that. Karena apa? Karena artinya dia bisa bertanggung jawab terhadap apa yang diberikan. Karena banyak loh, orang tuanya kaya, sukses, anaknya berantakan. Itu banyak loh. Tapi ada orang tuanya yang tidak sukses, karena orang tuanya tidak sukses, terus anaknya melihat hal tersebut dan ingin merubah hal itu kan. And you're one of it."
00938.wav,"Diantar pake mobil aja beda, right? Iya, iya, true, true, true. Right? True. Aku ada nanya yang naik motor, terus papa aku kan mobilnya yang udah kayak lama banget gitu, yang pentertua banget gitu. Yang lainnya tuh Innova, Alphard, dan sebagainya gitu. Dari situ tuh mental terbentuk banget sih, Om. Jadi kayak mental, kayak papa mama aku bilang, kamu gak boleh taro your confidence, kayak kepercayaan dirimu atau harga dirimu, di apa yang kamu pake, tapi apa yang kamu bisa, gitu. Oh, I like it."
00939.wav,"Aku nggak bisa nge-less kan? Aku tuh nggak bisa nge-less pelajaran, karena ya nggak ada uang. Nggak ada duitnya. Sedangkan temen-temenku semua nge-less gitu kan. Jadi, ya kamu harus buktiin kamu bisa gitu, kamu belajar sendiri. Kamu belajar sendiri, belajar yang rajin gitu. Kalau kamu juga kalah gitu di bidang edukasi, di bidang pendidikan, di bidang nilai gitu sama temen-temenmu, kamu diremehkan, kamu nggak bisa bersaing gitu loh. Udah ekonomi kalah. Udah susah. Udah susah. Begok. Kamu nggak boleh gitu ya, kamu harus lawan gitu."
00941.wav,"Kalau misalnya aku lebih tinggi daripada temen-temen aku, wah, rasa senang itu seneng banget om. Karena tetepan aku ngeles, aku nggak ngeles. It's my own, apa ya, belajar sendiri gitu. Tapi ketika aku misalnya lebih rendah, yaudah aku, I have this tameng, kayak, ya mereka ngeles. Kayak gitu. Gue suka banget. I just, gini, berapa yang lalu nih kalau Nada nonton ya, Nada is a kid yang ada di IMB, dia penari ballet, terus..."
00943.wav,"Karena bisa, begitu fasilitasnya ada dan banyak, you get down. True, true. Merasa aman. Merasa aman. Comfort zone itu, itu bahaya banget. Itu yang bahaya. Because there is no growth in comfort zone. Jadi comfort zone, growth zone di luarnya. Kalau kamu di comfort zone terus, nggak akan grow."
00944.wav,"Iya, lu harus keluar dari sana. Dan itu nggak nyaman. Dan tidak nyaman. Dan itu nggak enak. Nggak enak, betul. Tapi kadang-kadang kan begitu, begitu orang dapat fasilitas yang banyak dan sebagainya, dan dia in comfort zone, yaudah. Accepting, okay, I'm good now. Nggak usah berkembang, nggak usah maju, nggak usah apa. Wow, you're amazing, dude. I like it. Itu sih. Ini banyak juga yang nanya sama gue dari dulu. Gue kalau ketika diwawancarain sama orang, orang nanya sama gue,"
00945.wav,"Dan lu tuh gila ya, dari sulap ke sini, ke sini, ke sini, ke sini, gitu. Gue bilang, ya karena gue nggak bisa ada di convert zone. Bro, umur gue segini, bro. Terus gue bandingin dengan, not all, tapi ada beberapa selebriti-selebriti yang umur segini, where are they now? Karena mereka terlalu ada di convert zone ketika everybody was praise on you, you are the best, gitu kan. Ya, you're the best 20 years ago. And then what after that? Iya kan?"
00951.wav,"Algoritma Youtube aneh banget sih yang di Indonesia. Kita subscribe pun, yang kita subscribe, belum muncul. Yang muncul itu orang yang kita nonton. Atau topik yang kita nonton. Topik yang kita nonton, di-spread-nya itu terus gitu. That's how Youtube works. Jadi kayaknya orang subscribe-subscribe, jaman dulu inget ya, kalo orang bikin Youtube, jangan lupa subscribe, like, comment. Eh, you know what, tombol dislike dibuang sekarang. Ya, tau."
00953.wav,"Ya gua ketipu, gara-gara ada ini, apa namanya, trailer film, trailer film, I forget the movie, tapi oh Squid Games 2. Oh Squid Games 2. Ya, jadi ada gambarnya trailer film Squid Games 2, ya nonton udah 800 ribu gitu. Nah, gua tau this is bullshit, because, karena ya gua baca juga berita bahwa they haven't make that yet gitu kan, belum dibuat juga."
00954.wav,"Tapi gua ketipu gara-gara gua ngeliat like-nya banyak, dislike-nya nggak ada, tau nggak? Itu awalnya gua tau. Okay, so people like it gitu kan, begitu gua tonton, udah potongan-potongan. Begitu di bawahnya gua baca komennya pada marah-marah, orang marah-marah, dan dibilang, this is why we need the dislike. Kagak dikasih dislike. Tapi tadi lu belum ngejawab bro, kenapa orang Jepang Youtubenya nggak berkembang seperti di Indonesia? Bukan nggak berkembang sih, mungkin dari ininya ya. Dari penduduknya emang kan lebih dikit Jepang."
00955.wav,"Dari penduduknya, masih lebih dikit ya. Jepang. Sama ininya sih, kayak, ya dulu kan YouTube itu kayak masih, kalau di Indonesia ya, kayak masih ada yang ditakuti gitu loh. Maksudnya? Maksudnya gimana ya ngomongnya? Kayak Jepang itu masih konvensional banget. Kayak mostly media itu masih pakai koran, TV, itu masih. Jadi makanya Indonesia ini aku bisa bilang kayak... Kecepatan? Social medianya itu cepet banget. Cepet banget apa kecepatan? Kecepatan sih kayaknya. Kalau ngelihat persiapan orang yang untuk menerima, kecepatan."
00956.wav,"Oh Jepang tuh masih gitu? Jepang tuh masih konvensional banget. Oh iya? Iya. Koran tuh masih ramai? Karena gini, karena yang aku lihat di Jepang ya, dan aku ngobrol-ngobrol sama orang, Jepang itu masih pakai sistem apa ya, hirarki. Apa sih ngomongnya? Jadi kayak urutan. Jadi yang menentukan segala marketing dan sebagainya itu ya yang paling tua gitu. Nah yang paling tua kan masih ada. Masih ada gitu, jadi kayak social media itu kayak apa sih gitu, takut gitu. Jadi orang-orang tuh less spent di social media, YouTube dan sebagainya. Kayak dulu lah, dulu kan juga YouTube."
00958.wav,"Belum ada masuk-masuk brand gitu, kayak sekarang. Orang masih nonton TV, kan? Iya, orang masih nonton TV. Nah itu Jepang kayak gitu dulu. Makanya, persis banget kayak Indonesia yang zaman dulu gitu. Tapi it's a very good moment to start, kan? Basicnya kan, kalau YouTuber di Jepang, kan? Iya, kalau jadi YouTuber di Jepang. Ekosistemnya dan sebagainya masih sangat mendukung, kan? Dan ads-nya pasti lebih tinggi, dong. Ads-nya Indonesia rendah banget sih. Indonesia lebih malu ads-nya."
00960.wav,"Hanya mereka bisa hidup dari YouTube. Oh, sangat. Di sana tuh 100 ribu, 100 ribu itu udah kayak dipandang. Berarti orang dengan 100 ribu subscriber, terus yang nonton misalnya 50 ribu lah, anggap 50 ribu dan sebagainya, bisa untuk hidup dong. Oh, bisa banget. Wah, kita kok nggak. Kapan nih? Kapan? Tolong dong YouTube. Apanya tapi ya? Iklannya nggak mau tinggi atau apa? Aku juga nggak tau sih itu. Kayaknya ya, kalau nggak salah ini, kayak, apa ya, mungkin Indonesia..."
00964.wav,"Conten-contennya kayak gitu orang Jepang, maksudnya kayak bikin konten gitu? Ya mereka bener-bener memproduksikan konten yang layak untuk ditonton jadi hiburan ketika mereka orang nonton Youtube. Gitu kan. Kalau sekarang kan di Indonesia kan yaudah lah nyalain handphone, ngemeng. Dan yang aku salut dari Jepang om, satu. Ini yang aku pernah bahas juga adalah mereka di TV itu, kebanyakan acara TV-nya itu quiz. Quiz. Temen-temen Jepang kok..."
00966.wav,"Entertainment yang quiz-quiz seperti itu. Itu yang aku buat di YouTube aku kemarin. Yang quiz math gitu kan. Ya kan kayak tadi lu main sama gue juga, kan quiz kan. Mereka jadi ikut mikir, mereka jadi itu kan. At least mereka get triggered. Get triggered untuk belajar, untuk belajar sesuatu gitu. Itu loh. Jadi Jepang tuh bukan bokep doang ya? Jadi itu yang aku salutin sih om. Acara TV."
00967.wav,"Iya bener-bener. Gue tuh, sorry gue tadi ngomongin tentang bokep. Aturan Jepang tuh lucu loh, bahwa tidak bisa menunjukkan alat lamin kalau nggak salah ya. Nggak boleh pakai baju banget? Eh nggak boleh lepas baju maksudnya? Nggak boleh, iya nggak, tapi kan maksudnya kalau di video-video porno-nya kan mereka tidak boleh menunjukkan. Jadi ya kalau kelaminnya di blur gitu. Tapi sex is okay di Jepang. Ya nggak ada agama sih."
00968.wav,"Kayak apa ya? Explore diri untuk apa. Bener-bener. Anak gue besok nih, dia tadi ngomel-ngomel sama gue. Anak gue besok online school. Dari jam 7 pagi sampai jam 4 sore. Hei, anda sekolahnya. Anak saya nggak tambah pinter. Kalau sampai jam 4 sore, minas matanya anak saya depan komputer. Biar mahal-mahal. Itu sekolah apa? Niksa itu."
00971.wav,"Maka aku selalu kayak, give motivation juga ke orang-orang, kayak, ayo kita pergi ke luar negeri, kita cari yang enak-enak gimana, terus kita pulang, kita bikin Indonesia bisa kayak gitu. Kita aplikasikan, ya. Gue malah lagi ngumpulin duit supaya gue bisa kabur ke Jepang aja. Jadi, one day if I'm gone, one day if I'm just gone, dude, I'm ghosting, okay, I'm gone, and then who knows you need me?"
00972.wav,"Okay? You know where I am. Jepang. No, no, only Japan. Japan, I'm gonna stay in a maid cafe. So you know where I am, okay? If I'm gone, there I go. Kemarin kan gue udah nanya sama lo, berapa sih sebulan? Mungkin Amde tanya tempat tinggal berapa, supaya hidup enak. Iya, kan? Kita dikeluarin, Om. Kita mau kaburin, kita. Itu sih, Om. Jadi kayak panggilan hidup aja gitu. Kayak..."
00976.wav,"Tunggu-tunggu, ini gua harus coba yang mana nih? Eeeh, jadi sebenernya menanti ini, kita kan teh buah, cuma kita juga berinovasi terus. Jadi ini menu signature. Signature lu? Teh buah, jadi bener-bener ada buahnya. Oh iya bener ada buahnya. Ini yang bedain sama teh lain gitu. Teh buah asli makannya. Teh buah asli. Jadi kayak ada buahnya beneran di dalam, and you can drink. And I can eat the... And you can eat the fruit itu. Oh, oke. Ini menanti. Sama ada snacknya juga sih. Ada snack? Lupa."
00979.wav,"Ya itu sih. Kita bayar soalnya sekolahnya. Nggak jadul prestasi, nggak dapet biasiswa juga. Tapi sebenarnya dilema sih, Om. Dilemanya itu kayak, kalau di luar sana, kayak misalnya Finland atau apa gitu, aku baca, kesadaran untuk belajarnya orang-orang itu udah tinggi. Jadi ketika di luar sekolah pun, mereka doyan belajar, baca buku dan sebagainya. Tapi kan di sini juga doyan, oh di sini doyan Mobile Legends. Iya, itu. Itu sih yang aku cakap. Anyway ya."
00986.wav,"Ini ayam apa? Honey cheese? Mustard. Honey mustard. Oh, nggak bisa nyampur, bos. Nggak bisa nyampur apa ya? Ini sama ini? Nggak bisa nyampur. Ini enak, gitu. Ini nantang. Jadi nikmatnya beda ini. Sekarang udah, sampai saat ini udah 125. Apaan? No way! So fast. Aku juga kaget. Serius tuh, nipunya gimana? Nipunya gitu. Lo kan di Jepang, bos. Kan ada tim juga di Indonesia yang ngurusin."
00987.wav,"Kakak aku yang one of the CEO. Masuk, masuk. Lu kaya banget berarti ya? Hah? Nggak. Ini dong. Franchise, franchise. Jadi ada yang mitra, kemitraan kita. Kita pakai sistem franchise. Jadi kok bisa franchise gitu? Bisa, bisa. Saya udah mau nyoba. Hmm. Enak, bener. Enak, bener, enak. Jadi om, gini. Karena aku di Jepang nih, jadi menanti ini kan lahirnya April. April this year kan. Jadi for seven months, aku belum pernah coba."
00993.wav,"Matematika? Yes. So very very Jerome. Ini apa nih? Integral? Yes. Integral. Integral. Kalau yang ini, kalau yang lain, biasa pastikan. Oh, dia udah beli cheese. Ini sama itu aku yang kasih nama. Matematika. Kenapa? Kenapa? Kenapa, bos? Hah? Kenapa? So Jerome gitu ya? Iya kan aku yang bikin topenya, om. Iya bener sih, momo dia. Jadi kayak, yang lucu itu adalah biasanya kan matematika jadi momok gitu kan. Jadi kayak, aduh takut gitu. Tapi semenjak ada menanti ini, kayak banyak orang bilang,"
